"district_number","district_name","year","federal_state","flag_new_name","flag_eligible_changed","flag_renumbered","district_type"
63,"Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I",2009,12,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
64,"Frankfurt (Oder) - Oder-Spree",2009,12,FALSE,FALSE,TRUE,"renumbered"
65,"Cottbus - Spree-Neiße",2009,12,FALSE,FALSE,TRUE,"renumbered"
66,"Elbe-Elster - Oberspreewald-Lausitz II",2009,12,FALSE,FALSE,TRUE,"renumbered"
67,"Altmark",2009,15,FALSE,FALSE,TRUE,"renumbered"
68,"Börde - Jerichower Land",2009,15,TRUE,FALSE,FALSE,"new_name"
69,"Harz",2009,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
70,"Magdeburg",2009,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
71,"Dessau - Wittenberg",2009,15,TRUE,FALSE,FALSE,"new_name"
72,"Anhalt",2009,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
73,"Halle",2009,15,FALSE,TRUE,FALSE,"eligible_changed"
74,"Burgenland - Saalekreis",2009,15,TRUE,FALSE,FALSE,"new_name"
75,"Mansfeld",2009,15,TRUE,FALSE,FALSE,"new_name"
152,"Nordsachsen",2009,14,TRUE,FALSE,FALSE,"new_name"
155,"Leipzig-Land",2009,14,TRUE,FALSE,FALSE,"new_name"
156,"Meißen",2009,14,TRUE,FALSE,FALSE,"new_name"
157,"Bautzen I",2009,14,TRUE,FALSE,FALSE,"new_name"
158,"Görlitz",2009,14,TRUE,FALSE,FALSE,"new_name"
159,"Sächsische Schweiz - Osterzgebirge",2009,14,TRUE,FALSE,FALSE,"new_name"
161,"Dresden II - Bautzen II",2009,14,TRUE,FALSE,FALSE,"new_name"
162,"Mittelsachsen",2009,14,TRUE,FALSE,FALSE,"new_name"
163,"Chemnitz",2009,14,FALSE,FALSE,TRUE,"renumbered"
164,"Chemnitzer Umland - Erzgebirgskreis II",2009,14,TRUE,FALSE,FALSE,"new_name"
165,"Erzgebirgskreis I",2009,14,TRUE,FALSE,FALSE,"new_name"
166,"Zwickau",2009,14,TRUE,FALSE,FALSE,"new_name"
167,"Vogtlandkreis",2009,14,TRUE,FALSE,FALSE,"new_name"
168,"Waldeck",2009,6,FALSE,FALSE,TRUE,"renumbered"
169,"Kassel",2009,6,FALSE,FALSE,TRUE,"renumbered"
170,"Werra-Meißner - Hersfeld-Rotenburg",2009,6,FALSE,FALSE,TRUE,"renumbered"
171,"Schwalm-Eder",2009,6,FALSE,FALSE,TRUE,"renumbered"
172,"Marburg",2009,6,FALSE,FALSE,TRUE,"renumbered"
173,"Lahn-Dill",2009,6,FALSE,FALSE,TRUE,"renumbered"
174,"Gießen",2009,6,FALSE,FALSE,TRUE,"renumbered"
175,"Fulda",2009,6,FALSE,FALSE,TRUE,"renumbered"
176,"Hochtaunus",2009,6,FALSE,FALSE,TRUE,"renumbered"
177,"Wetterau",2009,6,FALSE,FALSE,TRUE,"renumbered"
178,"Rheingau-Taunus - Limburg",2009,6,FALSE,FALSE,TRUE,"renumbered"
179,"Wiesbaden",2009,6,FALSE,FALSE,TRUE,"renumbered"
180,"Hanau",2009,6,FALSE,FALSE,TRUE,"renumbered"
181,"Main-Taunus",2009,6,FALSE,FALSE,TRUE,"renumbered"
182,"Frankfurt am Main I",2009,6,FALSE,FALSE,TRUE,"renumbered"
183,"Frankfurt am Main II",2009,6,FALSE,FALSE,TRUE,"renumbered"
184,"Groß-Gerau",2009,6,FALSE,FALSE,TRUE,"renumbered"
185,"Offenbach",2009,6,FALSE,FALSE,TRUE,"renumbered"
186,"Darmstadt",2009,6,FALSE,FALSE,TRUE,"renumbered"
187,"Odenwald",2009,6,FALSE,FALSE,TRUE,"renumbered"
188,"Bergstraße",2009,6,FALSE,FALSE,TRUE,"renumbered"
189,"Eichsfeld - Nordhausen - Unstrut-Hainich-Kreis I",2009,16,FALSE,FALSE,TRUE,"renumbered"
190,"Eisenach - Wartburgkreis - Unstrut-Hainich-Kreis II",2009,16,FALSE,FALSE,TRUE,"renumbered"
191,"Kyffhäuserkreis - Sömmerda - Weimarer Land I",2009,16,FALSE,FALSE,TRUE,"renumbered"
192,"Gotha - Ilm-Kreis",2009,16,FALSE,FALSE,TRUE,"renumbered"
193,"Erfurt - Weimar - Weimarer Land II",2009,16,FALSE,FALSE,TRUE,"renumbered"
194,"Gera - Jena - Saale-Holzland-Kreis",2009,16,FALSE,FALSE,TRUE,"renumbered"
195,"Greiz - Altenburger Land",2009,16,FALSE,FALSE,TRUE,"renumbered"
196,"Sonneberg - Saalfeld-Rudolstadt - Saale-Orla-Kreis",2009,16,FALSE,FALSE,TRUE,"renumbered"
197,"Suhl - Schmalkalden-Meiningen - Hildburghausen",2009,16,FALSE,FALSE,TRUE,"renumbered"
198,"Neuwied",2009,7,FALSE,FALSE,TRUE,"renumbered"
199,"Ahrweiler",2009,7,FALSE,FALSE,TRUE,"renumbered"
200,"Koblenz",2009,7,FALSE,FALSE,TRUE,"renumbered"
201,"Mosel/Rhein-Hunsrück",2009,7,FALSE,FALSE,TRUE,"renumbered"
202,"Kreuznach",2009,7,FALSE,FALSE,TRUE,"renumbered"
203,"Bitburg",2009,7,FALSE,FALSE,TRUE,"renumbered"
204,"Trier",2009,7,FALSE,FALSE,TRUE,"renumbered"
205,"Montabaur",2009,7,FALSE,FALSE,TRUE,"renumbered"
206,"Mainz",2009,7,FALSE,FALSE,TRUE,"renumbered"
207,"Worms",2009,7,FALSE,FALSE,TRUE,"renumbered"
208,"Ludwigshafen/Frankenthal",2009,7,FALSE,FALSE,TRUE,"renumbered"
209,"Neustadt - Speyer",2009,7,FALSE,FALSE,TRUE,"renumbered"
210,"Kaiserslautern",2009,7,FALSE,FALSE,TRUE,"renumbered"
211,"Pirmasens",2009,7,FALSE,FALSE,TRUE,"renumbered"
212,"Südpfalz",2009,7,FALSE,FALSE,TRUE,"renumbered"
213,"Altötting",2009,9,FALSE,FALSE,TRUE,"renumbered"
214,"Erding - Ebersberg",2009,9,FALSE,FALSE,TRUE,"renumbered"
215,"Freising",2009,9,FALSE,FALSE,TRUE,"renumbered"
216,"Fürstenfeldbruck",2009,9,FALSE,FALSE,TRUE,"renumbered"
217,"Ingolstadt",2009,9,FALSE,FALSE,TRUE,"renumbered"
218,"München-Nord",2009,9,FALSE,FALSE,TRUE,"renumbered"
219,"München-Ost",2009,9,FALSE,FALSE,TRUE,"renumbered"
220,"München-Süd",2009,9,FALSE,FALSE,TRUE,"renumbered"
221,"München-West/Mitte",2009,9,FALSE,FALSE,TRUE,"renumbered"
222,"München-Land",2009,9,FALSE,FALSE,TRUE,"renumbered"
223,"Rosenheim",2009,9,FALSE,FALSE,TRUE,"renumbered"
224,"Starnberg",2009,9,FALSE,FALSE,TRUE,"renumbered"
225,"Traunstein",2009,9,FALSE,FALSE,TRUE,"renumbered"
226,"Weilheim",2009,9,FALSE,FALSE,TRUE,"renumbered"
227,"Deggendorf",2009,9,FALSE,FALSE,TRUE,"renumbered"
228,"Landshut",2009,9,FALSE,FALSE,TRUE,"renumbered"
229,"Passau",2009,9,FALSE,FALSE,TRUE,"renumbered"
230,"Rottal-Inn",2009,9,FALSE,FALSE,TRUE,"renumbered"
231,"Straubing",2009,9,FALSE,FALSE,TRUE,"renumbered"
232,"Amberg",2009,9,FALSE,FALSE,TRUE,"renumbered"
233,"Regensburg",2009,9,FALSE,FALSE,TRUE,"renumbered"
234,"Schwandorf",2009,9,FALSE,FALSE,TRUE,"renumbered"
235,"Weiden",2009,9,FALSE,FALSE,TRUE,"renumbered"
236,"Bamberg",2009,9,FALSE,FALSE,TRUE,"renumbered"
237,"Bayreuth",2009,9,FALSE,FALSE,TRUE,"renumbered"
238,"Coburg",2009,9,FALSE,FALSE,TRUE,"renumbered"
239,"Hof",2009,9,FALSE,FALSE,TRUE,"renumbered"
240,"Kulmbach",2009,9,FALSE,FALSE,TRUE,"renumbered"
241,"Ansbach",2009,9,FALSE,FALSE,TRUE,"renumbered"
242,"Erlangen",2009,9,FALSE,FALSE,TRUE,"renumbered"
243,"Fürth",2009,9,FALSE,FALSE,TRUE,"renumbered"
244,"Nürnberg-Nord",2009,9,FALSE,FALSE,TRUE,"renumbered"
245,"Nürnberg-Süd",2009,9,FALSE,FALSE,TRUE,"renumbered"
246,"Roth",2009,9,FALSE,FALSE,TRUE,"renumbered"
247,"Aschaffenburg",2009,9,FALSE,FALSE,TRUE,"renumbered"
248,"Bad Kissingen",2009,9,FALSE,FALSE,TRUE,"renumbered"
249,"Main-Spessart",2009,9,FALSE,FALSE,TRUE,"renumbered"
250,"Schweinfurt",2009,9,FALSE,FALSE,TRUE,"renumbered"
251,"Würzburg",2009,9,FALSE,FALSE,TRUE,"renumbered"
252,"Augsburg-Stadt",2009,9,FALSE,FALSE,TRUE,"renumbered"
253,"Augsburg-Land",2009,9,FALSE,FALSE,TRUE,"renumbered"
254,"Donau-Ries",2009,9,FALSE,FALSE,TRUE,"renumbered"
255,"Neu-Ulm",2009,9,FALSE,FALSE,TRUE,"renumbered"
256,"Oberallgäu",2009,9,FALSE,FALSE,TRUE,"renumbered"
257,"Ostallgäu",2009,9,FALSE,FALSE,TRUE,"renumbered"
258,"Stuttgart I",2009,8,FALSE,FALSE,TRUE,"renumbered"
259,"Stuttgart II",2009,8,FALSE,FALSE,TRUE,"renumbered"
260,"Böblingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
261,"Esslingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
262,"Nürtingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
263,"Göppingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
264,"Waiblingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
265,"Ludwigsburg",2009,8,FALSE,FALSE,TRUE,"renumbered"
266,"Neckar-Zaber",2009,8,FALSE,FALSE,TRUE,"renumbered"
267,"Heilbronn",2009,8,FALSE,FALSE,TRUE,"renumbered"
268,"Schwäbisch Hall - Hohenlohe",2009,8,FALSE,FALSE,TRUE,"renumbered"
269,"Backnang - Schwäbisch Gmünd",2009,8,FALSE,FALSE,TRUE,"renumbered"
270,"Aalen - Heidenheim",2009,8,FALSE,FALSE,TRUE,"renumbered"
271,"Karlsruhe-Stadt",2009,8,FALSE,FALSE,TRUE,"renumbered"
272,"Karlsruhe-Land",2009,8,FALSE,FALSE,TRUE,"renumbered"
273,"Rastatt",2009,8,FALSE,FALSE,TRUE,"renumbered"
274,"Heidelberg",2009,8,FALSE,FALSE,TRUE,"renumbered"
275,"Mannheim",2009,8,FALSE,FALSE,TRUE,"renumbered"
276,"Odenwald - Tauber",2009,8,FALSE,FALSE,TRUE,"renumbered"
277,"Rhein-Neckar",2009,8,FALSE,FALSE,TRUE,"renumbered"
278,"Bruchsal - Schwetzingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
279,"Pforzheim",2009,8,FALSE,FALSE,TRUE,"renumbered"
280,"Calw",2009,8,FALSE,FALSE,TRUE,"renumbered"
281,"Freiburg",2009,8,FALSE,FALSE,TRUE,"renumbered"
282,"Lörrach - Müllheim",2009,8,FALSE,FALSE,TRUE,"renumbered"
283,"Emmendingen - Lahr",2009,8,FALSE,FALSE,TRUE,"renumbered"
284,"Offenburg",2009,8,FALSE,FALSE,TRUE,"renumbered"
285,"Rottweil - Tuttlingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
286,"Schwarzwald-Baar",2009,8,FALSE,FALSE,TRUE,"renumbered"
287,"Konstanz",2009,8,FALSE,FALSE,TRUE,"renumbered"
288,"Waldshut",2009,8,FALSE,FALSE,TRUE,"renumbered"
289,"Reutlingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
290,"Tübingen",2009,8,FALSE,FALSE,TRUE,"renumbered"
291,"Ulm",2009,8,FALSE,FALSE,TRUE,"renumbered"
292,"Biberach",2009,8,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
293,"Bodensee",2009,8,TRUE,FALSE,FALSE,"new_name"
294,"Ravensburg",2009,8,TRUE,FALSE,FALSE,"new_name"
295,"Zollernalb - Sigmaringen",2009,8,FALSE,TRUE,FALSE,"eligible_changed"
8,"Segeberg - Stormarn-Mitte",2013,1,TRUE,FALSE,FALSE,"new_name"
9,"Ostholstein - Stormarn-Nord",2013,1,TRUE,FALSE,FALSE,"new_name"
12,"Schwerin - Ludwigslust-Parchim I - Nordwestmecklenburg I",2013,13,TRUE,FALSE,FALSE,"new_name"
13,"Ludwigslust-Parchim II - Nordwestmecklenburg II - Landkreis Rostock I",2013,13,TRUE,FALSE,FALSE,"new_name"
14,"Rostock - Landkreis Rostock II",2013,13,TRUE,FALSE,FALSE,"new_name"
15,"Vorpommern-Rügen - Vorpommern-Greifswald I",2013,13,TRUE,FALSE,FALSE,"new_name"
16,"Mecklenburgische Seenplatte I - Vorpommern-Greifswald II",2013,13,TRUE,FALSE,FALSE,"new_name"
17,"Mecklenburgische Seenplatte II - Landkreis Rostock III",2013,13,TRUE,FALSE,FALSE,"new_name"
18,"Hamburg-Mitte",2013,2,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
19,"Hamburg-Altona",2013,2,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
20,"Hamburg-Eimsbüttel",2013,2,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
21,"Hamburg-Nord",2013,2,FALSE,FALSE,TRUE,"renumbered"
22,"Hamburg-Wandsbek",2013,2,FALSE,FALSE,TRUE,"renumbered"
23,"Hamburg-Bergedorf - Harburg",2013,2,FALSE,FALSE,TRUE,"renumbered"
24,"Aurich - Emden",2013,3,FALSE,FALSE,TRUE,"renumbered"
25,"Unterems",2013,3,FALSE,FALSE,TRUE,"renumbered"
26,"Friesland - Wilhelmshaven - Wittmund",2013,3,TRUE,FALSE,FALSE,"new_name"
27,"Oldenburg - Ammerland",2013,3,FALSE,FALSE,TRUE,"renumbered"
28,"Delmenhorst - Wesermarsch - Oldenburg-Land",2013,3,FALSE,FALSE,TRUE,"renumbered"
29,"Cuxhaven - Stade II",2013,3,FALSE,FALSE,TRUE,"renumbered"
30,"Stade I - Rotenburg II",2013,3,FALSE,FALSE,TRUE,"renumbered"
31,"Mittelems",2013,3,FALSE,FALSE,TRUE,"renumbered"
32,"Cloppenburg - Vechta",2013,3,FALSE,FALSE,TRUE,"renumbered"
33,"Diepholz - Nienburg I",2013,3,FALSE,FALSE,TRUE,"renumbered"
34,"Osterholz - Verden",2013,3,FALSE,FALSE,TRUE,"renumbered"
35,"Rotenburg I - Heidekreis",2013,3,TRUE,FALSE,FALSE,"new_name"
36,"Harburg",2013,3,FALSE,FALSE,TRUE,"renumbered"
37,"Lüchow-Dannenberg - Lüneburg",2013,3,FALSE,FALSE,TRUE,"renumbered"
38,"Osnabrück-Land",2013,3,FALSE,FALSE,TRUE,"renumbered"
39,"Stadt Osnabrück",2013,3,FALSE,FALSE,TRUE,"renumbered"
40,"Nienburg II - Schaumburg",2013,3,FALSE,FALSE,TRUE,"renumbered"
41,"Stadt Hannover I",2013,3,FALSE,FALSE,TRUE,"renumbered"
42,"Stadt Hannover II",2013,3,FALSE,FALSE,TRUE,"renumbered"
43,"Hannover-Land I",2013,3,FALSE,FALSE,TRUE,"renumbered"
44,"Celle - Uelzen",2013,3,FALSE,FALSE,TRUE,"renumbered"
45,"Gifhorn - Peine",2013,3,FALSE,FALSE,TRUE,"renumbered"
46,"Hameln-Pyrmont - Holzminden",2013,3,FALSE,FALSE,TRUE,"renumbered"
47,"Hannover-Land II",2013,3,FALSE,FALSE,TRUE,"renumbered"
48,"Hildesheim",2013,3,FALSE,FALSE,TRUE,"renumbered"
49,"Salzgitter - Wolfenbüttel",2013,3,FALSE,FALSE,TRUE,"renumbered"
50,"Braunschweig",2013,3,FALSE,FALSE,TRUE,"renumbered"
51,"Helmstedt - Wolfsburg",2013,3,FALSE,FALSE,TRUE,"renumbered"
52,"Goslar - Northeim - Osterode",2013,3,FALSE,FALSE,TRUE,"renumbered"
53,"Göttingen",2013,3,FALSE,FALSE,TRUE,"renumbered"
54,"Bremen I",2013,4,FALSE,FALSE,TRUE,"renumbered"
55,"Bremen II - Bremerhaven",2013,4,FALSE,FALSE,TRUE,"renumbered"
56,"Prignitz - Ostprignitz-Ruppin - Havelland I",2013,12,FALSE,FALSE,TRUE,"renumbered"
57,"Uckermark - Barnim I",2013,12,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
58,"Oberhavel - Havelland II",2013,12,FALSE,FALSE,TRUE,"renumbered"
59,"Märkisch-Oderland - Barnim II",2013,12,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
60,"Brandenburg an der Havel - Potsdam-Mittelmark I - Havelland III - Teltow-Fläming I",2013,12,FALSE,FALSE,TRUE,"renumbered"
61,"Potsdam - Potsdam-Mittelmark II - Teltow-Fläming II",2013,12,FALSE,FALSE,TRUE,"renumbered"
62,"Dahme-Spreewald - Teltow-Fläming III - Oberspreewald-Lausitz I",2013,12,FALSE,FALSE,TRUE,"renumbered"
63,"Frankfurt (Oder) - Oder-Spree",2013,12,FALSE,FALSE,TRUE,"renumbered"
64,"Cottbus - Spree-Neiße",2013,12,FALSE,FALSE,TRUE,"renumbered"
65,"Elbe-Elster - Oberspreewald-Lausitz II",2013,12,FALSE,FALSE,TRUE,"renumbered"
66,"Altmark",2013,15,FALSE,FALSE,TRUE,"renumbered"
67,"Börde - Jerichower Land",2013,15,FALSE,FALSE,TRUE,"renumbered"
68,"Harz",2013,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
69,"Magdeburg",2013,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
70,"Dessau - Wittenberg",2013,15,FALSE,FALSE,TRUE,"renumbered"
71,"Anhalt",2013,15,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
72,"Halle",2013,15,FALSE,FALSE,TRUE,"renumbered"
73,"Burgenland - Saalekreis",2013,15,FALSE,FALSE,TRUE,"renumbered"
74,"Mansfeld",2013,15,FALSE,FALSE,TRUE,"renumbered"
75,"Berlin-Mitte",2013,11,FALSE,FALSE,TRUE,"renumbered"
76,"Berlin-Pankow",2013,11,FALSE,FALSE,TRUE,"renumbered"
77,"Berlin-Reinickendorf",2013,11,FALSE,FALSE,TRUE,"renumbered"
78,"Berlin-Spandau - Charlottenburg Nord",2013,11,FALSE,FALSE,TRUE,"renumbered"
79,"Berlin-Steglitz - Zehlendorf",2013,11,FALSE,FALSE,TRUE,"renumbered"
80,"Berlin-Charlottenburg - Wilmersdorf",2013,11,FALSE,FALSE,TRUE,"renumbered"
81,"Berlin-Tempelhof - Schöneberg",2013,11,FALSE,FALSE,TRUE,"renumbered"
82,"Berlin-Neukölln",2013,11,FALSE,FALSE,TRUE,"renumbered"
83,"Berlin-Friedrichshain-Kreuzberg - Prenzlauer Berg Ost",2013,11,TRUE,FALSE,FALSE,"new_name"
84,"Berlin-Treptow - Köpenick",2013,11,FALSE,FALSE,TRUE,"renumbered"
85,"Berlin-Marzahn - Hellersdorf",2013,11,FALSE,FALSE,TRUE,"renumbered"
86,"Berlin-Lichtenberg",2013,11,FALSE,FALSE,TRUE,"renumbered"
87,"Aachen I",2013,5,TRUE,FALSE,FALSE,"new_name"
88,"Aachen II",2013,5,TRUE,FALSE,FALSE,"new_name"
89,"Heinsberg",2013,5,FALSE,FALSE,TRUE,"renumbered"
90,"Düren",2013,5,FALSE,FALSE,TRUE,"renumbered"
91,"Rhein-Erft-Kreis I",2013,5,TRUE,FALSE,FALSE,"new_name"
92,"Euskirchen - Rhein-Erft-Kreis II",2013,5,TRUE,FALSE,FALSE,"new_name"
93,"Köln I",2013,5,FALSE,FALSE,TRUE,"renumbered"
94,"Köln II",2013,5,FALSE,FALSE,TRUE,"renumbered"
95,"Köln III",2013,5,FALSE,FALSE,TRUE,"renumbered"
96,"Bonn",2013,5,FALSE,FALSE,TRUE,"renumbered"
97,"Rhein-Sieg-Kreis I",2013,5,FALSE,FALSE,TRUE,"renumbered"
98,"Rhein-Sieg-Kreis II",2013,5,FALSE,FALSE,TRUE,"renumbered"
99,"Oberbergischer Kreis",2013,5,FALSE,FALSE,TRUE,"renumbered"
100,"Rheinisch-Bergischer Kreis",2013,5,FALSE,FALSE,TRUE,"renumbered"
101,"Leverkusen - Köln IV",2013,5,FALSE,FALSE,TRUE,"renumbered"
102,"Wuppertal I",2013,5,FALSE,FALSE,TRUE,"renumbered"
103,"Solingen - Remscheid - Wuppertal II",2013,5,FALSE,FALSE,TRUE,"renumbered"
104,"Mettmann I",2013,5,FALSE,FALSE,TRUE,"renumbered"
105,"Mettmann II",2013,5,FALSE,FALSE,TRUE,"renumbered"
106,"Düsseldorf I",2013,5,FALSE,FALSE,TRUE,"renumbered"
107,"Düsseldorf II",2013,5,FALSE,FALSE,TRUE,"renumbered"
108,"Neuss I",2013,5,FALSE,FALSE,TRUE,"renumbered"
109,"Mönchengladbach",2013,5,FALSE,FALSE,TRUE,"renumbered"
110,"Krefeld I - Neuss II",2013,5,FALSE,FALSE,TRUE,"renumbered"
111,"Viersen",2013,5,FALSE,FALSE,TRUE,"renumbered"
112,"Kleve",2013,5,FALSE,FALSE,TRUE,"renumbered"
113,"Wesel I",2013,5,FALSE,FALSE,TRUE,"renumbered"
114,"Krefeld II - Wesel II",2013,5,FALSE,FALSE,TRUE,"renumbered"
115,"Duisburg I",2013,5,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
116,"Duisburg II",2013,5,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
117,"Oberhausen - Wesel III",2013,5,FALSE,FALSE,TRUE,"renumbered"
118,"Mülheim - Essen I",2013,5,FALSE,FALSE,TRUE,"renumbered"
119,"Essen II",2013,5,FALSE,FALSE,TRUE,"renumbered"
120,"Essen III",2013,5,FALSE,FALSE,TRUE,"renumbered"
121,"Recklinghausen I",2013,5,FALSE,FALSE,TRUE,"renumbered"
122,"Recklinghausen II",2013,5,FALSE,FALSE,TRUE,"renumbered"
123,"Gelsenkirchen",2013,5,FALSE,FALSE,TRUE,"renumbered"
124,"Steinfurt I - Borken I",2013,5,FALSE,FALSE,TRUE,"renumbered"
125,"Bottrop - Recklinghausen III",2013,5,FALSE,FALSE,TRUE,"renumbered"
126,"Borken II",2013,5,FALSE,FALSE,TRUE,"renumbered"
127,"Coesfeld - Steinfurt II",2013,5,FALSE,FALSE,TRUE,"renumbered"
128,"Steinfurt III",2013,5,FALSE,FALSE,TRUE,"renumbered"
129,"Münster",2013,5,FALSE,FALSE,TRUE,"renumbered"
130,"Warendorf",2013,5,FALSE,FALSE,TRUE,"renumbered"
131,"Gütersloh I",2013,5,TRUE,FALSE,FALSE,"new_name"
132,"Bielefeld - Gütersloh II",2013,5,TRUE,FALSE,FALSE,"new_name"
133,"Herford - Minden-Lübbecke II",2013,5,FALSE,FALSE,TRUE,"renumbered"
134,"Minden-Lübbecke I",2013,5,FALSE,FALSE,TRUE,"renumbered"
135,"Lippe I",2013,5,FALSE,FALSE,TRUE,"renumbered"
136,"Höxter - Lippe II",2013,5,FALSE,FALSE,TRUE,"renumbered"
137,"Paderborn - Gütersloh III",2013,5,TRUE,FALSE,FALSE,"new_name"
138,"Hagen - Ennepe-Ruhr-Kreis I",2013,5,FALSE,FALSE,TRUE,"renumbered"
139,"Ennepe-Ruhr-Kreis II",2013,5,FALSE,FALSE,TRUE,"renumbered"
140,"Bochum I",2013,5,FALSE,FALSE,TRUE,"renumbered"
141,"Herne - Bochum II",2013,5,FALSE,FALSE,TRUE,"renumbered"
142,"Dortmund I",2013,5,FALSE,FALSE,TRUE,"renumbered"
143,"Dortmund II",2013,5,FALSE,FALSE,TRUE,"renumbered"
144,"Unna I",2013,5,FALSE,FALSE,TRUE,"renumbered"
145,"Hamm - Unna II",2013,5,FALSE,FALSE,TRUE,"renumbered"
146,"Soest",2013,5,FALSE,FALSE,TRUE,"renumbered"
147,"Hochsauerlandkreis",2013,5,FALSE,FALSE,TRUE,"renumbered"
148,"Siegen-Wittgenstein",2013,5,FALSE,FALSE,TRUE,"renumbered"
149,"Olpe - Märkischer Kreis I",2013,5,FALSE,FALSE,TRUE,"renumbered"
150,"Märkischer Kreis II",2013,5,FALSE,FALSE,TRUE,"renumbered"
151,"Nordsachsen",2013,14,FALSE,FALSE,TRUE,"renumbered"
152,"Leipzig I",2013,14,FALSE,FALSE,TRUE,"renumbered"
153,"Leipzig II",2013,14,FALSE,FALSE,TRUE,"renumbered"
154,"Leipzig-Land",2013,14,FALSE,FALSE,TRUE,"renumbered"
155,"Meißen",2013,14,FALSE,FALSE,TRUE,"renumbered"
156,"Bautzen I",2013,14,FALSE,FALSE,TRUE,"renumbered"
157,"Görlitz",2013,14,FALSE,FALSE,TRUE,"renumbered"
158,"Sächsische Schweiz - Osterzgebirge",2013,14,FALSE,FALSE,TRUE,"renumbered"
159,"Dresden I",2013,14,FALSE,FALSE,TRUE,"renumbered"
