"district_number","district_name","year","federal_state","flag_new_name","flag_eligible_changed","flag_renumbered","district_type"
204,"Mainz",2025,7,FALSE,FALSE,TRUE,"renumbered"
205,"Worms",2025,7,FALSE,FALSE,TRUE,"renumbered"
206,"Ludwigshafen/Frankenthal",2025,7,FALSE,FALSE,TRUE,"renumbered"
207,"Neustadt – Speyer",2025,7,FALSE,FALSE,TRUE,"renumbered"
208,"Kaiserslautern",2025,7,FALSE,FALSE,TRUE,"renumbered"
209,"Pirmasens",2025,7,FALSE,FALSE,TRUE,"renumbered"
210,"Südpfalz",2025,7,FALSE,FALSE,TRUE,"renumbered"
211,"Altötting",2025,9,FALSE,FALSE,TRUE,"renumbered"
212,"Erding – Ebersberg",2025,9,FALSE,FALSE,TRUE,"renumbered"
213,"Freising",2025,9,FALSE,FALSE,TRUE,"renumbered"
214,"Fürstenfeldbruck",2025,9,FALSE,FALSE,TRUE,"renumbered"
215,"Ingolstadt",2025,9,FALSE,FALSE,TRUE,"renumbered"
216,"München-Nord",2025,9,FALSE,FALSE,TRUE,"renumbered"
217,"München-Ost",2025,9,FALSE,FALSE,TRUE,"renumbered"
218,"München-Süd",2025,9,FALSE,FALSE,TRUE,"renumbered"
219,"München-West/Mitte",2025,9,FALSE,FALSE,TRUE,"renumbered"
220,"München-Land",2025,9,FALSE,FALSE,TRUE,"renumbered"
221,"Rosenheim",2025,9,FALSE,FALSE,TRUE,"renumbered"
222,"Bad Tölz-Wolfratshausen – Miesbach",2025,9,FALSE,FALSE,TRUE,"renumbered"
223,"Starnberg – Landsberg am Lech",2025,9,FALSE,FALSE,TRUE,"renumbered"
224,"Traunstein",2025,9,FALSE,FALSE,TRUE,"renumbered"
225,"Weilheim",2025,9,FALSE,FALSE,TRUE,"renumbered"
226,"Deggendorf",2025,9,FALSE,FALSE,TRUE,"renumbered"
227,"Landshut",2025,9,FALSE,FALSE,TRUE,"renumbered"
228,"Passau",2025,9,FALSE,FALSE,TRUE,"renumbered"
229,"Rottal-Inn",2025,9,FALSE,FALSE,TRUE,"renumbered"
230,"Straubing",2025,9,FALSE,FALSE,TRUE,"renumbered"
231,"Amberg",2025,9,FALSE,FALSE,TRUE,"renumbered"
232,"Regensburg",2025,9,FALSE,FALSE,TRUE,"renumbered"
233,"Schwandorf",2025,9,FALSE,FALSE,TRUE,"renumbered"
234,"Weiden",2025,9,FALSE,FALSE,TRUE,"renumbered"
235,"Bamberg",2025,9,FALSE,FALSE,TRUE,"renumbered"
236,"Bayreuth",2025,9,FALSE,FALSE,TRUE,"renumbered"
237,"Coburg",2025,9,FALSE,FALSE,TRUE,"renumbered"
238,"Hof",2025,9,FALSE,FALSE,TRUE,"renumbered"
239,"Kulmbach",2025,9,FALSE,FALSE,TRUE,"renumbered"
240,"Ansbach",2025,9,FALSE,FALSE,TRUE,"renumbered"
241,"Erlangen",2025,9,FALSE,FALSE,TRUE,"renumbered"
242,"Fürth",2025,9,FALSE,FALSE,TRUE,"renumbered"
243,"Nürnberg-Nord",2025,9,FALSE,FALSE,TRUE,"renumbered"
244,"Nürnberg-Süd",2025,9,FALSE,FALSE,TRUE,"renumbered"
245,"Roth",2025,9,FALSE,FALSE,TRUE,"renumbered"
246,"Aschaffenburg",2025,9,FALSE,FALSE,TRUE,"renumbered"
247,"Bad Kissingen",2025,9,FALSE,FALSE,TRUE,"renumbered"
248,"Main-Spessart",2025,9,FALSE,FALSE,TRUE,"renumbered"
249,"Schweinfurt",2025,9,FALSE,FALSE,TRUE,"renumbered"
250,"Würzburg",2025,9,FALSE,FALSE,TRUE,"renumbered"
251,"Augsburg-Stadt",2025,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
252,"Augsburg-Land",2025,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
253,"Donau-Ries",2025,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
254,"Neu-Ulm",2025,9,FALSE,TRUE,TRUE,"eligible_changed|renumbered"
255,"Memmingen – Unterallgäu",2025,9,TRUE,FALSE,FALSE,"new_name"
257,"Ostallgäu",2025,9,FALSE,TRUE,FALSE,"eligible_changed"
